[tok] class=PreTrainedTokenizerFast fast=True src=tokenizer.json
[info] minority classes per head (from TRAIN): [[1, 5], [1, 5], [1, 5]]
>> Grad checkpointing: False
[epoch 1] step 2/44: loss=0.9120 
[epoch 1] step 4/44: loss=0.9212 
[epoch 1] step 6/44: loss=0.9207 
[epoch 1] step 8/44: loss=0.9269 
[epoch 1] step 10/44: loss=0.9308 
[epoch 1] step 12/44: loss=0.9292 
[epoch 1] step 14/44: loss=0.9275 
[epoch 1] step 16/44: loss=0.9273 
[epoch 1] step 18/44: loss=0.9271 
[epoch 1] step 20/44: loss=0.9220 
[epoch 1] step 22/44: loss=0.9215 
[epoch 1] step 24/44: loss=0.9201 
[epoch 1] step 26/44: loss=0.9204 
[epoch 1] step 28/44: loss=0.9169 
[epoch 1] step 30/44: loss=0.9156 
[epoch 1] step 32/44: loss=0.9119 
[epoch 1] step 34/44: loss=0.9096 
[epoch 1] step 36/44: loss=0.9052 
[epoch 1] step 38/44: loss=0.8995 
[epoch 1] step 40/44: loss=0.8947 
[epoch 1] step 42/44: loss=0.8871 
[epoch 1] step 44/44: loss=0.8801 
[epoch 1] val_loss=1.3815 qwk=('-0.0210', '0.0020', '-0.0648') averageQWK=-0.0279 macroEMD=0.3623 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    0    4    0
     0    0    0   15    0
     0    0    0   78    0
     0    8    0  154    0
     0    0    0   64    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    6    0    0
     0    0   16    0    0
     1    0   56    9    0
     6    0  171   28    0
     0    0   29    1    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    1    0    0
     0    4   25    0    0
     0   12   99    0    0
     0   42  139    0    0
     0    0    1    0    0
[epoch 2] step 2/44: loss=0.7080 
[epoch 2] step 4/44: loss=0.6983 
[epoch 2] step 6/44: loss=0.7051 
[epoch 2] step 8/44: loss=0.6879 
[epoch 2] step 10/44: loss=0.6751 
[epoch 2] step 12/44: loss=0.6776 
[epoch 2] step 14/44: loss=0.6769 
[epoch 2] step 16/44: loss=0.6744 
[epoch 2] step 18/44: loss=0.6681 
[epoch 2] step 20/44: loss=0.6621 
[epoch 2] step 22/44: loss=0.6592 
[epoch 2] step 24/44: loss=0.6561 
[epoch 2] step 26/44: loss=0.6529 
[epoch 2] step 28/44: loss=0.6534 
[epoch 2] step 30/44: loss=0.6476 
[epoch 2] step 32/44: loss=0.6428 
[epoch 2] step 34/44: loss=0.6410 
[epoch 2] step 36/44: loss=0.6375 
[epoch 2] step 38/44: loss=0.6357 
[epoch 2] step 40/44: loss=0.6321 
[epoch 2] step 42/44: loss=0.6272 
[epoch 2] step 44/44: loss=0.6242 
[epoch 2] val_loss=1.4513 qwk=('0.0226', '0.0317', '0.0436') averageQWK=0.0326 macroEMD=0.3143 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    2    2    0    0
     0    0   13    2    0
     0    0   66   12    0
     0    0  123   39    0
     0    0   59    5    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    6    0    0
     0    0   13    3    0
     0    0   53   13    0
     0    0  163   42    0
     0    0   23    7    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    1    0    0
     0    0   29    0    0
     0    0  111    0    0
     0    0  172    9    0
     0    0    1    0    0
[epoch 3] step 2/44: loss=0.5926 
[epoch 3] step 4/44: loss=0.5562 
[epoch 3] step 6/44: loss=0.5712 
[epoch 3] step 8/44: loss=0.5749 
[epoch 3] step 10/44: loss=0.5746 
[epoch 3] step 12/44: loss=0.5650 
[epoch 3] step 14/44: loss=0.5687 
[epoch 3] step 16/44: loss=0.5632 
[epoch 3] step 18/44: loss=0.5567 
[epoch 3] step 20/44: loss=0.5586 
[epoch 3] step 22/44: loss=0.5581 
[epoch 3] step 24/44: loss=0.5578 
[epoch 3] step 26/44: loss=0.5518 
[epoch 3] step 28/44: loss=0.5498 
[epoch 3] step 30/44: loss=0.5479 
[epoch 3] step 32/44: loss=0.5435 
[epoch 3] step 34/44: loss=0.5413 
[epoch 3] step 36/44: loss=0.5383 
[epoch 3] step 38/44: loss=0.5354 
[epoch 3] step 40/44: loss=0.5367 
[epoch 3] step 42/44: loss=0.5337 
[epoch 3] step 44/44: loss=0.5284 
