[tok] class=PreTrainedTokenizerFast fast=True src=tokenizer.json
[info] minority classes per head (from TRAIN): [[1, 5], [1, 5], [1, 5]]
>> Grad checkpointing: False
[epoch 1] step 2/44: loss=0.9760 
[epoch 1] step 4/44: loss=0.9584 
[epoch 1] step 6/44: loss=0.9516 
[epoch 1] step 8/44: loss=0.9427 
[epoch 1] step 10/44: loss=0.9366 
[epoch 1] step 12/44: loss=0.9359 
[epoch 1] step 14/44: loss=0.9350 
[epoch 1] step 16/44: loss=0.9363 
[epoch 1] step 18/44: loss=0.9390 
[epoch 1] step 20/44: loss=0.9367 
[epoch 1] step 22/44: loss=0.9358 
[epoch 1] step 24/44: loss=0.9373 
[epoch 1] step 26/44: loss=0.9332 
[epoch 1] step 28/44: loss=0.9297 
[epoch 1] step 30/44: loss=0.9275 
[epoch 1] step 32/44: loss=0.9268 
[epoch 1] step 34/44: loss=0.9239 
[epoch 1] step 36/44: loss=0.9203 
[epoch 1] step 38/44: loss=0.9154 
[epoch 1] step 40/44: loss=0.9103 
[epoch 1] step 42/44: loss=0.9047 
[epoch 1] step 44/44: loss=0.9010 
[epoch 1] val_loss=1.4973 qwk=('0.1059', '0.1876', '0.1619') averageQWK=0.1518 macroEMD=0.3663 tailR0=('0.0000', '0.1111', '0.2500') tailR0avg=0.1204
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    1    4    0
     0   18    0   37    0
     0   36    1   88    0
     0   35    6   75    0
     0    0    1   22    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     2    0    6    1    0
    19    0   23   10    0
    34    0   36   51    0
    26    0   38   70    0
     1    0    3    8    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    3    1    0    1
     0   30   38    0    1
     0   43  102    2    4
     0   25   66    5    5
     0    0    1    0    1
[epoch 2] step 2/44: loss=0.7901 
[epoch 2] step 4/44: loss=0.7642 
[epoch 2] step 6/44: loss=0.7560 
[epoch 2] step 8/44: loss=0.7417 
[epoch 2] step 10/44: loss=0.7319 
[epoch 2] step 12/44: loss=0.7173 
[epoch 2] step 14/44: loss=0.7096 
[epoch 2] step 16/44: loss=0.7007 
[epoch 2] step 18/44: loss=0.6921 
[epoch 2] step 20/44: loss=0.6877 
