[tok] class=PreTrainedTokenizerFast fast=True src=tokenizer.json
[info] minority classes per head (from TRAIN): [[1, 5], [1, 5], [1, 5]]
>> Grad checkpointing: False
[epoch 1] step 2/44: loss=0.9256 
[epoch 1] step 4/44: loss=0.9374 
[epoch 1] step 6/44: loss=0.9438 
[epoch 1] step 8/44: loss=0.9427 
[epoch 1] step 10/44: loss=0.9436 
[epoch 1] step 12/44: loss=0.9393 
[epoch 1] step 14/44: loss=0.9344 
[epoch 1] step 16/44: loss=0.9307 
[epoch 1] step 18/44: loss=0.9285 
[epoch 1] step 20/44: loss=0.9308 
[epoch 1] step 22/44: loss=0.9295 
[epoch 1] step 24/44: loss=0.9285 
[epoch 1] step 26/44: loss=0.9296 
[epoch 1] step 28/44: loss=0.9292 
[epoch 1] step 30/44: loss=0.9265 
[epoch 1] step 32/44: loss=0.9241 
[epoch 1] step 34/44: loss=0.9204 
[epoch 1] step 36/44: loss=0.9148 
[epoch 1] step 38/44: loss=0.9101 
[epoch 1] step 40/44: loss=0.9031 
[epoch 1] step 42/44: loss=0.8972 
[epoch 1] step 44/44: loss=0.8907 
[epoch 1] val_loss=1.3685 qwk=('-0.0728', '0.0634', '0.1998') averageQWK=0.0635 macroEMD=0.3612 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    0   13    0
     0    0    0   52    0
     0    0    0  114    0
     0   11    0  128    0
     0    0    0    9    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    5    2    0
     0    0   16   39    0
     0    0   10  104    0
     8    0    5  130    0
     0    0    0    8    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    2    4    0    0
     0   16   49    0    0
     0   11  131    1    0
     0    1  106    3    0
     0    0    3    0    0
[epoch 2] step 2/44: loss=0.7289 
[epoch 2] step 4/44: loss=0.7073 
[epoch 2] step 6/44: loss=0.6860 
[epoch 2] step 8/44: loss=0.6815 
[epoch 2] step 10/44: loss=0.6776 
[epoch 2] step 12/44: loss=0.6725 
[epoch 2] step 14/44: loss=0.6697 
[epoch 2] step 16/44: loss=0.6601 
[epoch 2] step 18/44: loss=0.6621 
[epoch 2] step 20/44: loss=0.6572 
[epoch 2] step 22/44: loss=0.6558 
[epoch 2] step 24/44: loss=0.6520 
[epoch 2] step 26/44: loss=0.6502 
[epoch 2] step 28/44: loss=0.6481 
[epoch 2] step 30/44: loss=0.6485 
[epoch 2] step 32/44: loss=0.6447 
[epoch 2] step 34/44: loss=0.6432 
[epoch 2] step 36/44: loss=0.6415 
[epoch 2] step 38/44: loss=0.6380 
[epoch 2] step 40/44: loss=0.6365 
[epoch 2] step 42/44: loss=0.6376 
[epoch 2] step 44/44: loss=0.6371 
[epoch 2] val_loss=1.1219 qwk=('0.1700', '0.4630', '0.2022') averageQWK=0.2784 macroEMD=0.3075 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0   13    0    0
     0    0   52    0    0
     0    0  111    3    0
     0    0  107   32    0
     0    0    8    1    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    7    0    0
     0    0   53    2    0
     0    0   59   55    0
     0    0   27  116    0
     0    0    1    7    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    6    0    0
     0    0   65    0    0
     0    0  136    7    0
     0    0   84   26    0
     0    0    2    1    0
[epoch 3] step 2/44: loss=0.5506 
[epoch 3] step 4/44: loss=0.5509 
[epoch 3] step 6/44: loss=0.5629 
[epoch 3] step 8/44: loss=0.5616 
[epoch 3] step 10/44: loss=0.5591 
[epoch 3] step 12/44: loss=0.5549 
[epoch 3] step 14/44: loss=0.5544 
[epoch 3] step 16/44: loss=0.5543 
[epoch 3] step 18/44: loss=0.5563 
[epoch 3] step 20/44: loss=0.5538 
[epoch 3] step 22/44: loss=0.5544 
[epoch 3] step 24/44: loss=0.5500 
[epoch 3] step 26/44: loss=0.5497 
[epoch 3] step 28/44: loss=0.5535 
[epoch 3] step 30/44: loss=0.5513 
[epoch 3] step 32/44: loss=0.5479 
[epoch 3] step 34/44: loss=0.5469 
[epoch 3] step 36/44: loss=0.5425 
[epoch 3] step 38/44: loss=0.5421 
[epoch 3] step 40/44: loss=0.5424 
[epoch 3] step 42/44: loss=0.5431 
[epoch 3] step 44/44: loss=0.5409 
