[tok] class=PreTrainedTokenizerFast fast=True src=tokenizer.json
[info] minority classes per head (from TRAIN): [[1, 5], [1, 5], [1, 5]]
>> Grad checkpointing: False
[epoch 1] step 2/44: loss=0.9885 
[epoch 1] step 4/44: loss=0.9684 
[epoch 1] step 6/44: loss=0.9621 
[epoch 1] step 8/44: loss=0.9534 
[epoch 1] step 10/44: loss=0.9563 
[epoch 1] step 12/44: loss=0.9586 
[epoch 1] step 14/44: loss=0.9579 
[epoch 1] step 16/44: loss=0.9565 
[epoch 1] step 18/44: loss=0.9530 
[epoch 1] step 20/44: loss=0.9505 
[epoch 1] step 22/44: loss=0.9505 
[epoch 1] step 24/44: loss=0.9480 
[epoch 1] step 26/44: loss=0.9462 
[epoch 1] step 28/44: loss=0.9438 
[epoch 1] step 30/44: loss=0.9408 
[epoch 1] step 32/44: loss=0.9390 
[epoch 1] step 34/44: loss=0.9378 
[epoch 1] step 36/44: loss=0.9347 
[epoch 1] step 38/44: loss=0.9311 
[epoch 1] step 40/44: loss=0.9262 
[epoch 1] step 42/44: loss=0.9209 
[epoch 1] step 44/44: loss=0.9162 
[epoch 1] val_loss=1.6704 qwk=('0.0870', '0.0694', '0.2277') averageQWK=0.1280 macroEMD=0.3827 tailR0=('0.0000', '0.5000', '0.5000') tailR0avg=0.3333
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0   15    0    0    0
     0   80    1    1    0
     0  143   10    2    0
     0   59   12    2    0
     0    7    2    1    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     9    0    0    0    0
    75    0    1    0    0
   153    0    9    2    0
    64    0   15    1    0
     2    0    3    1    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    4    0    0
     0    0   90    0    2
     0    0  157    0    9
     0    0   57    0   15
     0    0    0    0    1
[epoch 2] step 2/44: loss=0.8067 
[epoch 2] step 4/44: loss=0.7906 
[epoch 2] step 6/44: loss=0.7858 
[epoch 2] step 8/44: loss=0.7900 
[epoch 2] step 10/44: loss=0.7767 
[epoch 2] step 12/44: loss=0.7687 
[epoch 2] step 14/44: loss=0.7594 
[epoch 2] step 16/44: loss=0.7493 
[epoch 2] step 18/44: loss=0.7385 
[epoch 2] step 20/44: loss=0.7273 
[epoch 2] step 22/44: loss=0.7213 
[epoch 2] step 24/44: loss=0.7116 
[epoch 2] step 26/44: loss=0.7082 
[epoch 2] step 28/44: loss=0.7013 
[epoch 2] step 30/44: loss=0.6958 
[epoch 2] step 32/44: loss=0.6914 
[epoch 2] step 34/44: loss=0.6894 
[epoch 2] step 36/44: loss=0.6840 
[epoch 2] step 38/44: loss=0.6795 
[epoch 2] step 40/44: loss=0.6742 
[epoch 2] step 42/44: loss=0.6720 
[epoch 2] step 44/44: loss=0.6730 
[epoch 2] val_loss=1.3846 qwk=('0.0184', '0.0108', '0.1493') averageQWK=0.0595 macroEMD=0.3300 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    1   14    0
     0    0    4   78    0
     0    0    0  155    0
     0    0    0   73    0
     0    0    0   10    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    0    9    0
     0    0    3   73    0
     0    0    2  162    0
     0    0    0   80    0
     0    0    0    6    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    4    0    0
     0    0   36   56    0
     0    0   31  135    0
     0    0    2   70    0
     0    0    0    1    0
[epoch 3] step 2/44: loss=0.6003 
[epoch 3] step 4/44: loss=0.5810 
[epoch 3] step 6/44: loss=0.5810 
[epoch 3] step 8/44: loss=0.5877 
[epoch 3] step 10/44: loss=0.5772 
[epoch 3] step 12/44: loss=0.5746 
[epoch 3] step 14/44: loss=0.5816 
[epoch 3] step 16/44: loss=0.5891 
[epoch 3] step 18/44: loss=0.5856 
[epoch 3] step 20/44: loss=0.5870 
[epoch 3] step 22/44: loss=0.5850 
[epoch 3] step 24/44: loss=0.5810 
[epoch 3] step 26/44: loss=0.5750 
[epoch 3] step 28/44: loss=0.5747 
[epoch 3] step 30/44: loss=0.5698 
[epoch 3] step 32/44: loss=0.5684 
[epoch 3] step 34/44: loss=0.5639 
[epoch 3] step 36/44: loss=0.5606 
[epoch 3] step 38/44: loss=0.5589 
[epoch 3] step 40/44: loss=0.5593 
[epoch 3] step 42/44: loss=0.5568 
[epoch 3] step 44/44: loss=0.5512 
[epoch 3] val_loss=1.0568 qwk=('0.2797', '0.3840', '0.3996') averageQWK=0.3545 macroEMD=0.2706 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0   15    0    0
     0    0   81    1    0
     0    0  132   23    0
     0    0   36   37    0
     0    0    7    3    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    9    0    0
     0    0   69    7    0
     0    0  127   37    0
     0    0   19   61    0
     0    0    2    4    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4    0    0    0
     0   31   61    0    0
     0   35  123    8    0
     0    0   55   17    0
     0    0    0    1    0
[epoch 4] step 2/44: loss=0.5401 
[epoch 4] step 4/44: loss=0.5417 
[epoch 4] step 6/44: loss=0.5192 
[epoch 4] step 8/44: loss=0.5224 
[epoch 4] step 10/44: loss=0.5089 
[epoch 4] step 12/44: loss=0.5055 
[epoch 4] step 14/44: loss=0.4974 
[epoch 4] step 16/44: loss=0.4995 
[epoch 4] step 18/44: loss=0.5025 
[epoch 4] step 20/44: loss=0.5027 
[epoch 4] step 22/44: loss=0.5010 
[epoch 4] step 24/44: loss=0.4976 
[epoch 4] step 26/44: loss=0.5023 
[epoch 4] step 28/44: loss=0.4986 
[epoch 4] step 30/44: loss=0.4974 
[epoch 4] step 32/44: loss=0.4960 
[epoch 4] step 34/44: loss=0.4973 
[epoch 4] step 36/44: loss=0.4988 
[epoch 4] step 38/44: loss=0.4970 
[epoch 4] step 40/44: loss=0.4994 
[epoch 4] step 42/44: loss=0.5017 
[epoch 4] step 44/44: loss=0.5016 
[epoch 4] val_loss=1.1067 qwk=('0.4271', '0.3861', '0.3658') averageQWK=0.3930 macroEMD=0.2596 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    4   10    1    0
     0   13   61    8    0
     0    0  108   47    0
     0    0   18   55    0
     0    0    3    7    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    8    1    0
     0    0   66   10    0
     0    0   93   71    0
     0    0    8   72    0
     0    0    0    6    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    1    3    0    0
     0    6   85    1    0
     0    1  145   20    0
     0    0   38   34    0
     0    0    0    1    0
[epoch 5] step 2/44: loss=0.4490 
[epoch 5] step 4/44: loss=0.4472 
[epoch 5] step 6/44: loss=0.4410 
[epoch 5] step 8/44: loss=0.4675 
[epoch 5] step 10/44: loss=0.4715 
[epoch 5] step 12/44: loss=0.4710 
[epoch 5] step 14/44: loss=0.4651 
[epoch 5] step 16/44: loss=0.4617 
[epoch 5] step 18/44: loss=0.4579 
[epoch 5] step 20/44: loss=0.4519 
[epoch 5] step 22/44: loss=0.4540 
[epoch 5] step 24/44: loss=0.4593 
[epoch 5] step 26/44: loss=0.4597 
[epoch 5] step 28/44: loss=0.4603 
[epoch 5] step 30/44: loss=0.4577 
[epoch 5] step 32/44: loss=0.4541 
[epoch 5] step 34/44: loss=0.4515 
[epoch 5] step 36/44: loss=0.4555 
[epoch 5] step 38/44: loss=0.4566 
[epoch 5] step 40/44: loss=0.4530 
[epoch 5] step 42/44: loss=0.4516 
[epoch 5] step 44/44: loss=0.4462 
[epoch 5] val_loss=1.4754 qwk=('0.2550', '0.2856', '0.2803') averageQWK=0.2736 macroEMD=0.2675 tailR0=('0.0000', '0.0000', '0.0000') tailR0avg=0.0000
[content] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0   11    4    0
     0    1   53   28    0
     0    0   49  106    0
     0    0    5   68    0
     0    0    1    9    0
[organization] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    8    1    0
     0    0   54   22    0
     0    0   67   97    0
     0    0   10   70    0
     0    0    0    6    0
[language] confusion matrix (rows=true 1..5, cols=pred 1..5):
     0    0    4    0    0
     0    2   67   23    0
     0    0   96   70    0
     0    0   14   58    0
     0    0    0    1    0
[epoch 6] step 2/44: loss=0.3547 
[epoch 6] step 4/44: loss=0.4090 
[epoch 6] step 6/44: loss=0.4403 
[epoch 6] step 8/44: loss=0.4448 
[epoch 6] step 10/44: loss=0.4409 
[epoch 6] step 12/44: loss=0.4459 
[epoch 6] step 14/44: loss=0.4417 
[epoch 6] step 16/44: loss=0.4368 
